finess;raison_sociale;etab_rattach;ville;departement;region
750000614;CHU FONDATION JEUNESSE FEU VERT;;91260 JUVISY SUR ORGE;ESSONNE;Ile de France
590800033;CHU FORMATION  CULTURE PREVENTION;CHU FORMATION CULTURE PREVENTION MARCQ EN-BAROEUL;59700 MARCQ EN BAROEUL;NORD;Nord Pas de Calais Picardie
750808511;CHU FORTIFICATIONS;;01000 BOURG EN BRESSE;AIN;Auvergne Rhone Alpes
750721185;CHU FOYER NOTRE DAME;;75013 PARIS;PARIS;Ile de France
750806606;CHU FRANCE HORIZON;CENTRE D'HEBERGEMENT D'URGENCE FRANCE HORIZON;09000 FOIX;ARIEGE;Languedoc Roussillon Midi Pyrenees
750806606;CHU FRANCE HORIZON;;09000 FOIX;ARIEGE;Languedoc Roussillon Midi Pyrenees
750825846;CHU FVV COALLIA SOISSONS;CHU FVV COALLIA SOISSONS;02820 CORBENY;AISNE;Nord Pas de Calais Picardie
750721300;CHU GERMAIN;;07800 ST GEORGES LES BAINS;ARDECHE;Auvergne Rhone Alpes
930001060;CHU GO SPORT;;75018 PARIS;PARIS;Ile de France
750806580;CHU GONCOURT;CHU GONCOURT (EX BUISSON ET LOUVEL TESSIER);13011 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
760004283;CHU GRAVILLE AFFD LE HAVRE;CENTRE D'HEBERGEMENT D'URGENCE GRAVILLE AFFD LE HAVRE;76600 LE HAVRE;SEINE MARITIME;Normandie
750806606;CHU GRENOBLE FRANCE HORIZON;;09000 FOIX;ARIEGE;Languedoc Roussillon Midi Pyrenees
750719361;CHU GUY MOQUET;;02880 BUCY LE LONG;AISNE;Nord Pas de Calais Picardie
780708293;CHU GUYANCOURT;;78000 VERSAILLES;YVELINES;Ile de France
620028142;CHU HABITAT JEUNES CALAIS;CHU HABITAT JEUNES CALAIS;62100 CALAIS;PAS DE CALAIS;Nord Pas de Calais Picardie
590799946;CHU HABITER ENSEMBLE SOLFA LILLE;CHU HABITER ENSEMBLE SOLFA LILLE;59000 LILLE;NORD;Nord Pas de Calais Picardie
590044830;CHU HAVRE LE-CATEAU-CAMBRESIS;CHU HAVRE LE-CATEAU-CAMBRESIS;59360 LE CATEAU CAMBRESIS;NORD;Nord Pas de Calais Picardie
750721300;CHU HENRI DURAND LOUVIERS FDAS;CENTRE HEBERGEMENT URGENCE LOUVIERS FONDATION ARMEE DU SALUT;07800 ST GEORGES LES BAINS;ARDECHE;Auvergne Rhone Alpes
020005427;CHU HILAIRE CORDIER CCAS ST QUENTIN;CHU HILAIRE CORDIER CCAS ST QUENTIN;02314 ST QUENTIN CEDEX;AISNE;Nord Pas de Calais Picardie
120000278;CHU HJ GRAND RODEZ;CENTRE HEBERGEMENT URGENCE HABITAT JEUNES GRAND RODEZ;12000 RODEZ;AVEYRON;Languedoc Roussillon Midi Pyrenees
590001731;CHU HOME DES FLANDRES TOURCOING;CHU HOME DES FLANDRES TOURCOING;59200 TOURCOING;NORD;Nord Pas de Calais Picardie
770020923;CHU HORIZON 77;;02200 SOISSONS;AISNE;Nord Pas de Calais Picardie
760003772;CHU HOTEL BAZIRE ROUEN EMERGENCE[S];CENTRE D'HEBERGEMENT D'URGENCE FOYER BAZIRE EMERGENCE[S];76000 ROUEN;SEINE MARITIME;Normandie
750721334;CHU HOTEL MOTELIA;CHU HOTEL MOTELIA (EX LE PLESSIS TREVISE);01110 PLATEAU D HAUTEVILLE;AIN;Auvergne Rhone Alpes
750721334;CHU HOTEL PINCE-VENT (EX PARADIS);;01110 PLATEAU D HAUTEVILLE;AIN;Auvergne Rhone Alpes
780708293;CHU HOTEL SOCIAL DU PARC;;78000 VERSAILLES;YVELINES;Ile de France
750720591;CHU HOTEL SOCIAL SAINT YVES;;18230 ST DOULCHARD;CHER;Centre Val de Loire
750825846;CHU HOUDART-CAILLE-PTE CHAPELLE;;02820 CORBENY;AISNE;Nord Pas de Calais Picardie
950803361;CHU HS CARRIERES;;95300 PONTOISE;VAL D OISE;Ile de France
750804684;CHU ILOT THUILLIER AMIENS;CHU ILOT THUILLIER AMIENS;75011 PARIS;PARIS;Ile de France
930001060;CHU INSEE MK1 ALTERALIA;;75018 PARIS;PARIS;Ile de France
380015446;CHU ISSUE DE SECOURS -CHATEAU BEAUMONT;;38100 GRENOBLE;ISERE;Auvergne Rhone Alpes
130035264;CHU JANE PANNIER;;13001 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
730001054;CHU JEAN-YVES GUILLAUD;;73230 ST ALBAN LEYSSE;SAVOIE;Auvergne Rhone Alpes
750825846;CHU JEUNES REFUGIES COALLIA CREIL;CENTRE D'HEBERGEMENT D'URGENCE JEUNES REFUGIES COALLIA CREIL;02820 CORBENY;AISNE;Nord Pas de Calais Picardie
940802788;CHU JOLY;;94210 ST MAUR DES FOSSES;VAL DE MARNE;Ile de France
750806580;CHU JOURDAN;;13011 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
750045395;CHU KORAWAI;;13006 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
920022969;CHU LA CANOPEE;;92400 COURBEVOIE;HAUTS DE SEINE;Ile de France
130004898;CHU LA CARAVELLE;;13001 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
140008863;CHU LA CHARITE DIP STDU ACSEA;CENTRE HEBERGEMENT D'URGENCE LA CHARITE DIP STDU ACSEA;14076 CAEN CEDEX 5;CALVADOS;Normandie
750810699;CHU LA CIMADE;;34500 BEZIERS;HERAULT;Languedoc Roussillon Midi Pyrenees
620110650;CHU LA CORDEE LA VIE ACTIVE BETHUNE;CHU LA CORDEE LA VIE ACTIVE BETHUNE;62967 LONGUENESSE CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
730001054;CHU LA GALOPAZ;;73230 ST ALBAN LEYSSE;SAVOIE;Auvergne Rhone Alpes
020005179;CHU LA MAISON D'ANIZY AMSAM;CHU LA MAISON D'ANIZY AMSAM ANIZY LE CHATEAU;02200 SOISSONS;AISNE;Nord Pas de Calais Picardie
920802402;CHU LA MAISON DE LA COLLINE;;92310 SEVRES;HAUTS DE SEINE;Ile de France
770810935;CHU LA MAISON DES FEMMES - LE RELAIS;;77130 MONTEREAU FAULT YONNE;SEINE ET MARNE;Ile de France
750721300;CHU LA MAISON VERTE;;07800 ST GEORGES LES BAINS;ARDECHE;Auvergne Rhone Alpes
770023539;CHU LA MANDRAGORE;;60000 BEAUVAIS;OISE;Nord Pas de Calais Picardie
860014208;CHU LA MILETRIE;;86106 CHATELLERAULT CEDEX;VIENNE;Aquitaine Limousin Poitou Charentes
750721367;CHU LA NOUVELLE ETOILE ENFANTS DE FR;;75019 PARIS;PARIS;Ile de France
120009022;CHU LA PANTARELLE;CENTRE D'HEBERGEMENT D'URGENCE LA PANTARELLE;12000 RODEZ;AVEYRON;Languedoc Roussillon Midi Pyrenees
750804684;CHU LA PASSERELLE ILOT AMIENS;CHU LA PASSERELLE ILOT AMIENS;75011 PARIS;PARIS;Ile de France
750721334;CHU LA PETITE ARCHE;;01110 PLATEAU D HAUTEVILLE;AIN;Auvergne Rhone Alpes
020005179;CHU LA PETITE MAISON AMSAM SOISSONS;CHU LA PETITE MAISON AMSAM SOISSONS;02200 SOISSONS;AISNE;Nord Pas de Calais Picardie
590799912;CHU LA PHALECQUE AFEJI LOMPRET;CHU LA PHALECQUE AFEJI LOMPRET;59140 DUNKERQUE;NORD;Nord Pas de Calais Picardie
780023396;CHU LA PIERRE BLANCHE;;78700 CONFLANS STE HONORINE;YVELINES;Ile de France
590002283;CHU LA POSE VALENCIENNES;CHU LA POSE VALENCIENNES;59300 VALENCIENNES;NORD;Nord Pas de Calais Picardie
380798181;CHU LA RELEVE;HEBERGEMENT TEMPORAIRE - LA RELEVE;38130 ECHIROLLES;ISERE;Auvergne Rhone Alpes
310026133;CHU LA ROSERAIE;CENTRE D'HEBERGEMENT D'URGENCE LA ROSERAIE;09100 PAMIERS;ARIEGE;Languedoc Roussillon Midi Pyrenees
800015083;CHU LA SALAMANDRE UDAUS ABBEVILLE;CHU LA SALAMANDRE UDAUS ABBEVILLE;80000 AMIENS;SOMME;Nord Pas de Calais Picardie
730001054;CHU LA SASSON ALBERTVILLE;;73230 ST ALBAN LEYSSE;SAVOIE;Auvergne Rhone Alpes
140019431;CHU LA SOURCE CAEN ASS ITINERAIRES;CENTRE HEBERGEMENT D'URGENCE LA SOURCE CAEN ASS ITINERAIRES;14000 CAEN;CALVADOS;Normandie
750806580;CHU LA TERRASSE;;13011 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
750721300;CHU LA VALLONNIERE;;07800 ST GEORGES LES BAINS;ARDECHE;Auvergne Rhone Alpes
380015982;CHU L'ABRI SOUS LA DENT;HEBERGEMENT D'URGENCE;38920 CROLLES;ISERE;Auvergne Rhone Alpes
380015982;CHU L'ABRI SOUS LA DENT;;38920 CROLLES;ISERE;Auvergne Rhone Alpes
010785921;CHU L'ACCUEIL DE NUIT - ALFA3A;;01100 OYONNAX;AIN;Auvergne Rhone Alpes
270002710;CHU L'AIGLE ASS YSOS;CHU LE RELAIS DU PAYS D'OUCHE L'AIGLE ASS YSOS;27000 EVREUX;EURE;Normandie
750721334;CHU LAMARTINE (EX MAIRIE DU XEME);;01110 PLATEAU D HAUTEVILLE;AIN;Auvergne Rhone Alpes
690001581;CHU L'AVANCEE;;69003 LYON;RHONE;Auvergne Rhone Alpes
020005179;CHU LE BON COIN AMSAM SOISSONS;CHU LE BON COIN AMSAM SOISSONS;02200 SOISSONS;AISNE;Nord Pas de Calais Picardie
600106710;CHU LE CAEPP CCAS BEAUVAIS;CHU LE CAEPP CCAS BEAUVAIS;60000 BEAUVAIS;OISE;Nord Pas de Calais Picardie
140008863;CHU LE CAP HORN CAEN DIP STDU ACSEA;CHU LE CAP HORN CAEN DIP STDU ASS ACSEA;14076 CAEN CEDEX 5;CALVADOS;Normandie
780020715;CHU LE CHEMIN FDR BEAUVAIS;CHU LE CHEMIN FDR BEAUVAIS;02590 ETREILLERS;AISNE;Nord Pas de Calais Picardie
620027144;CHU LE CHEVAL BLEU BULLY-LES-MINES;CHU LE CHEVAL BLEU BULLY-LES-MINES;62160 BULLY LES MINES;PAS DE CALAIS;Nord Pas de Calais Picardie
020005179;CHU LE CLOVIS AMSAM SOISSONS;CHU LE CLOVIS AMSAM SOISSONS;02200 SOISSONS;AISNE;Nord Pas de Calais Picardie
590051256;CHU LE GRAAL LILLE;CHU LE GRAAL LILLE;59000 LILLE;NORD;Nord Pas de Calais Picardie
920802055;CHU LE HAVRE;;92600 ASNIERES SUR SEINE;HAUTS DE SEINE;Ile de France
620031039;CHU LE MOULIN BLANC EPDAHAA CALAIS;CHU FEMININ LE MOULIN BLANC EPDAHAA CALAIS;62230 OUTREAU;PAS DE CALAIS;Nord Pas de Calais Picardie
310001185;CHU LE PATIO;;31000 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
620002139;CHU LE PETIT ATRE ASA ARRAS;CHU LE PETIT ATRE ARRAS;62000 ARRAS;PAS DE CALAIS;Nord Pas de Calais Picardie
750721300;CHU LE PHARE LE HAVRE FDAS;CENTRE D'HEBERGEMENT D'URGENCE LE PHARE LE HAVRE FDAS;07800 ST GEORGES LES BAINS;ARDECHE;Auvergne Rhone Alpes
590064655;CHU LE REFUGE LILLE;CHU LE REFUGE LILLE;59800 LILLE;NORD;Nord Pas de Calais Picardie
090784232;CHU LE RELAIS;CENTRE D'HEBERGEMENT D'URGENCE LE RELAIS;09200 ST GIRONS;ARIEGE;Languedoc Roussillon Midi Pyrenees
750719361;CHU LE RELAIS;;02880 BUCY LE LONG;AISNE;Nord Pas de Calais Picardie
750825846;CHU LE RELAIS ALENCON ASS COALLIA;CENTRE D'HEBERGEMENT D'URGENCE LE RELAIS ALENCON ASS COALLIA;02820 CORBENY;AISNE;Nord Pas de Calais Picardie
770810935;CHU LE RELAIS SENART;;77130 MONTEREAU FAULT YONNE;SEINE ET MARNE;Ile de France
770004778;CHU LE ROCHETON;;77000 LA ROCHETTE;SEINE ET MARNE;Ile de France
380799619;CHU LE RONDEAU;;38100 GRENOBLE;ISERE;Auvergne Rhone Alpes
770001113;CHU LE SENTIER;;77000 MELUN;SEINE ET MARNE;Ile de France
800001182;CHU LE TOIT AMIENS;CHU LE TOIT AMIENS;80000 AMIENS;SOMME;Nord Pas de Calais Picardie
590044764;CHU LE TRIANGLE ENTRAIDE DENAISIENNE;CHU LE TRIANGLE ENTRAIDE DENAISIENNE DENAIN;59722 DENAIN CEDEX;NORD;Nord Pas de Calais Picardie
760000265;CHU LE VAUBAN DIEPPE ASS ONM;CENTRE D'HEBERGEMENT D'URGENCE LE VAUBAN DIEPPE ASS ONM;76200 DIEPPE;SEINE MARITIME;Normandie
910023183;CHU LEA;;91330 YERRES;ESSONNE;Ile de France
750810327;CHU LEGENDRE / GEUTHEY (EX BESSIN);;75009 PARIS;PARIS;Ile de France
310001185;CHU LES 4 SAISONS;;31000 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
750719361;CHU LES ALIZES (HOTEL);;02880 BUCY LE LONG;AISNE;Nord Pas de Calais Picardie
750719361;CHU LES ALIZES 2;;02880 BUCY LE LONG;AISNE;Nord Pas de Calais Picardie
320004591;CHU LES AMIS ANCIEN CARMEL DE CONDOM;CENTRE D'HEBERGEMENT D'URGENCE LES AMIS ANCIEN CARMEL CONDOM;32100 CONDOM;GERS;Languedoc Roussillon Midi Pyrenees
120008107;CHU LES BESSES;CENTRE HEBERGEMENT D'URGENCE LES BESSES;12000 RODEZ;AVEYRON;Languedoc Roussillon Midi Pyrenees
630005148;CHU LES CLOS;;63100 CLERMONT FERRAND;PUY DE DOME;Auvergne Rhone Alpes
620031039;CHU LES DEUX CAPS EPDAHAA MARQUISE;CHU LES DEUX CAPS EPDAHAA MARQUISE;62230 OUTREAU;PAS DE CALAIS;Nord Pas de Calais Picardie
920027307;CHU LES HELICES;;92130 ISSY LES MOULINEAUX;HAUTS DE SEINE;Ile de France
950787002;CHU LES PEUPLIERS;;95240 CORMEILLES EN PARISIS;VAL D OISE;Ile de France
310025499;CHU LES TOITS DU COEUR;;31200 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
750719361;CHU LES TOURNESOLS;;02880 BUCY LE LONG;AISNE;Nord Pas de Calais Picardie
310001185;CHU LES TROUBADOURS;;31000 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
950801902;CHU LES VILLAGEOISES BEAUMONT;;95340 PERSAN;VAL D OISE;Ile de France
950801902;CHU LES VILLAGEOISES CERGY;;95340 PERSAN;VAL D OISE;Ile de France
950801902;CHU LES VILLAGEOISES ST GRATIEN;;95340 PERSAN;VAL D OISE;Ile de France
750721334;CHU L'ESCALE;CENTRE DHEBERGEMENT D'URGENCE L'ESCALE;01110 PLATEAU D HAUTEVILLE;AIN;Auvergne Rhone Alpes
750825846;CHU L'ESCAL'YPSO COALLIA SOISSONS;CHU L'ESCAL'YPSO COALLIA SOISSONS;02820 CORBENY;AISNE;Nord Pas de Calais Picardie
600106256;CHU L'ETAPE ADARS BEAUVAIS;CHU L'ETAPE ADARS BEAUVAIS;60100 CREIL;OISE;Nord Pas de Calais Picardie
750720591;CHU LEVE TOI ET MARCHE;;18230 ST DOULCHARD;CHER;Centre Val de Loire
750719361;CHU L'HAY LES ROSES;;02880 BUCY LE LONG;AISNE;Nord Pas de Calais Picardie
090000076;"CHU LIEU DIT ""BELJUEL""";;09000 FOIX;ARIEGE;Languedoc Roussillon Midi Pyrenees
750825846;CHU LIMAY;;02820 CORBENY;AISNE;Nord Pas de Calais Picardie
870000015;CHU LIMOGES - ANTENNE SMUR ST JUNIEN;CHU LIMOGES - ANTENNE SMUR AU CH DE SAINT-JUNIEN;19312 BRIVE LA GAILLARDE CEDEX;CORREZE;Aquitaine Limousin Poitou Charentes
870000015;CHU LIMOGES - ANTENNE SMUR ST YRIEIX;CHU LIMOGES - ANTENNE SMUR AU CH ST YRIEIX LA PERCHE;19312 BRIVE LA GAILLARDE CEDEX;CORREZE;Aquitaine Limousin Poitou Charentes
870000015;CHU LIMOGES - SITE CH DUBOIS;CHU LIMOGES - SITE CH DUBOIS;19312 BRIVE LA GAILLARDE CEDEX;CORREZE;Aquitaine Limousin Poitou Charentes
870000015;CHU LIMOGES - SITE CH GUERET;CHU LIMOGES - SITE CH GUERET;19312 BRIVE LA GAILLARDE CEDEX;CORREZE;Aquitaine Limousin Poitou Charentes
870000015;CHU LIMOGES - SITE CH SAINT YRIEIX;CHU LIMOGES - SITE CH SAINT YRIEIX;19312 BRIVE LA GAILLARDE CEDEX;CORREZE;Aquitaine Limousin Poitou Charentes
690001938;CHU LOGEMENT D'URGENCE VFSS;;69008 LYON;RHONE;Auvergne Rhone Alpes
750806606;CHU LOGEMENTS D'URGENCE FRANCE HORIZON;;09000 FOIX;ARIEGE;Languedoc Roussillon Midi Pyrenees
750719361;CHU L'OLIVIER;;02880 BUCY LE LONG;AISNE;Nord Pas de Calais Picardie
460000128;CHU LOT POUR TOITS;;46200 SOUILLAC;LOT;Languedoc Roussillon Midi Pyrenees
750825846;CHU LOUISE MICHEL COALLIA AMIENS;CHU LOUISE MICHEL COALLIA AMIENS;02820 CORBENY;AISNE;Nord Pas de Calais Picardie
590051116;CHU LOUISE MICHEL DUNKERQUE;CHU LOUISE MICHEL DUNKERQUE;59640 DUNKERQUE;NORD;Nord Pas de Calais Picardie
590051116;CHU LOUISE MICHEL VILLENEUVE D'ASCQ;CHU LOUISE MICHEL VILLENEUVE D'ASCQ;59640 DUNKERQUE;NORD;Nord Pas de Calais Picardie
950015495;CHU MAAVAR SARCELLES;;95200 SARCELLES;VAL D OISE;Ile de France
620000661;CHU MAHRA-LE-TOIT CALAIS;CHU MAHRA6LE6TOIT CALAIS;62100 CALAIS;PAS DE CALAIS;Nord Pas de Calais Picardie
620000661;CHU MAHRA-LE-TOIT SAINT OMER;CHU MAHRA-LE-TOIT SAINT OMER;62100 CALAIS;PAS DE CALAIS;Nord Pas de Calais Picardie
750045072;CHU MAISON DES FEES;;01000 BOURG EN BRESSE;AIN;Auvergne Rhone Alpes
750045072;CHU MAISON DES FEES (DOUDEAUVILLE);;01000 BOURG EN BRESSE;AIN;Auvergne Rhone Alpes
810000711;CHU MAISON DES FEMMES D.MALVY;CENTRE DHEBERGEMENTD'URGENCE MAISON DES FEMMES D.MALVY;81000 ALBI;TARN;Languedoc Roussillon Midi Pyrenees
750720591;CHU MAISON FAMILIALE;;18230 ST DOULCHARD;CHER;Centre Val de Loire
950803361;CHU MAISON MILADA;;95300 PONTOISE;VAL D OISE;Ile de France
490534823;CHU MAISON ROSE VIRGINIE ROUBAIX;CHU MAISON ROSE VIRGINIE ND CHARITE DU BON PASTEUR ROUBAIX;49000 ANGERS;MAINE ET LOIRE;Pays de la Loire
310022157;CHU MAISONS TREMPLIN;CENTRE D'HEBERGEMENT D'URGENCE MAISONS TREMPIN;31200 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
660784588;CHU MARES I NENS;CENTRE D'HEBERGEMENT D'URGENCE MARES I NENS;66430 BOMPAS;PYRENEES ORIENTALES;Languedoc Roussillon Midi Pyrenees
620001347;CHU MASCULIN LE COIN FAMILIAL ARRAS;CHU MASCULIN LE COIN FAMILIAL ARRAS;62000 ARRAS;PAS DE CALAIS;Nord Pas de Calais Picardie
620000661;CHU MASCULIN MAHRA LE TOIT LONGUENESSE;CHU MASCULIN MAHRA LE TOIT LONGUENESSE;62100 CALAIS;PAS DE CALAIS;Nord Pas de Calais Picardie
590064671;CHU MIDI PARTAGE VALENCIENNES;CHU MIDI PARTAGE VALENCIENNES;59300 VALENCIENNES;NORD;Nord Pas de Calais Picardie
760912907;CHU MISE A L'ABRI BOLBEC AHAPS;CENTRE HEBERGEMENT D'URGENCE BOLBEC AHAPS;76610 LE HAVRE;SEINE MARITIME;Normandie
760000265;CHU MISE A L'ABRI BOUVREUIL ROUEN ONM;CENTRE D'HEBERGEMENT D'URGENCE BOUVREUIL ROUEN ASS ONM;76200 DIEPPE;SEINE MARITIME;Normandie
760000265;CHU MISE A L'ABRI DIEPPE ASS ONM;CENTRE D'HEBERGEMENT D'URGENCE MISE A L'ABRI DIEPPE ASS ONM;76200 DIEPPE;SEINE MARITIME;Normandie
760009142;CHU MISE A L'ABRI FEMMES ELBEUF ASAE;CENTRE D'HEBERGEMENT D'URGENCE MISE A L'ABRI ELBEUF ASAE;76500 ELBEUF;SEINE MARITIME;Normandie
760003772;CHU MISE A L'ABRI GREMONVILLE;CENTRE D'HEBERGEMENT D'URGENCE LES TILLEULS ASS EMERGENCE[S];76000 ROUEN;SEINE MARITIME;Normandie
750015968;CHU MONTMARTRE;;05130 SIGOYER;HAUTES ALPES;Provence Alpes Cote d'Azur
750721300;CHU MONTPARNASSE;;07800 ST GEORGES LES BAINS;ARDECHE;Auvergne Rhone Alpes
340780477;CHU MONTPELLIER;CHU MONTPELLIER;34000 MONTPELLIER;HERAULT;Languedoc Roussillon Midi Pyrenees
750040594;CHU MONTROUGE;;75012 PARIS;PARIS;Ile de France
750720591;CHU MORTEMETS;;18230 ST DOULCHARD;CHER;Centre Val de Loire
340780477;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;CHU MTP PLATE FORME TELEPHONIQUE SAMU VAILHAUQUES;34000 MONTPELLIER;HERAULT;Languedoc Roussillon Midi Pyrenees
340780477;CHU MTP SMUR ANTENNE CLERMONT HERAULT;CHU MTP SMUR ANTENNE CLERMONT L'HERAULT;34000 MONTPELLIER;HERAULT;Languedoc Roussillon Midi Pyrenees
340780477;CHU MTP SMUR ANTENNE GANGES;CHU MONTPELLIER SMUR ANTENNE CLINIQUE SAINT LOUIS GANGES;34000 MONTPELLIER;HERAULT;Languedoc Roussillon Midi Pyrenees
340780477;CHU MTP SMUR ANTENNE LUNEL;CHU MONTPELLIER SMUR ANTENNE CH LUNEL;34000 MONTPELLIER;HERAULT;Languedoc Roussillon Midi Pyrenees
750806580;CHU NANCY;;13011 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
590805065;CHU NAZARETH TEMPS DE VIE LILLE;CHU NAZARETH TEMPS DE VIE LILLE;02100 ST QUENTIN;AISNE;Nord Pas de Calais Picardie
310001185;CHU NEGRENEYS;CENTRE D'HEBERGEMENT D'URGENCE NEGRENEYS;31000 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
690001938;CHU NERONDES;;69008 LYON;RHONE;Auvergne Rhone Alpes
930001060;CHU NEY;;75018 PARIS;PARIS;Ile de France
300780038;CHU NIMES CAREMEAU;GROUPE HOPITALIER CAREMEAU CHU NIMES TERRITOIRE NIMES;30900 NIMES;GARD;Languedoc Roussillon Midi Pyrenees
750721300;CHU NOISY-LE-SEC;CHU NOISY-LE-SEC (EX CRECHE PMI);07800 ST GEORGES LES BAINS;ARDECHE;Auvergne Rhone Alpes
130000425;CHU OEUVRE DES PRISONS;;13100 AIX EN PROVENCE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
750040594;CHU OLYMPE;;75012 PARIS;PARIS;Ile de France
750054157;CHU OPPELIA;;02100 ST QUENTIN;AISNE;Nord Pas de Calais Picardie
010783009;CHU ORSAC - HEBERGEMENT D'URGENCE;DOUBLON AVEC HI;01012 BOURG EN BRESSE CEDEX;AIN;Auvergne Rhone Alpes
590033478;CHU OSLO LILLE;CHU OSLO LILLE;59000 LILLE;NORD;Nord Pas de Calais Picardie
750825846;CHU P.RAOULT 2;;02820 CORBENY;AISNE;Nord Pas de Calais Picardie
950001669;CHU PAVILLON CPCV;;75012 PARIS;PARIS;Ile de France
950001669;CHU PAVILLON CPCV ALTERNATIVE HOTEL;;75012 PARIS;PARIS;Ile de France
750808511;CHU PERRAY VAUCLUSE PAVILLONS;3 PAVILLONS : BRUMAIRE FRIMAIRE VENDEMIAIRE;01000 BOURG EN BRESSE;AIN;Auvergne Rhone Alpes
590816682;CHU PRIM'TOIT AVESNOIS FOURMIES;CHU PRIM'TOIT AVESNOIS FOURMIES;59610 FOURMIES;NORD;Nord Pas de Calais Picardie
590816682;CHU PRIM'TOIT DOUAI;CHU PRIM'TOIT DOUAI;59610 FOURMIES;NORD;Nord Pas de Calais Picardie
590816682;CHU PRIM'TOIT LE CATEAU-CAMBRAISIS;CHU PRIM'TOIT LE CATEAU-CAMBRESIS;59610 FOURMIES;NORD;Nord Pas de Calais Picardie
590816682;CHU PRIM'TOIT VALENCIENNES;CHU PRIM'TOIT VALENCIENNES;59610 FOURMIES;NORD;Nord Pas de Calais Picardie
310021993;CHU PRURIELLES;CENTRE D'HEBERGEMENT D'URGENCE PLURIELLES;31000 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
110009164;CHU PSL 11;CENTRE HEBERGEMENT URGENCE PLATEFORME SOCIALE DU LAURAGAIS;11400 CASTELNAUDARY;AUDE;Languedoc Roussillon Midi Pyrenees
590800017;CHU REGAIN VISA TOURCOING;CHU REGAIN VISA TOURCOING;59140 DUNKERQUE;NORD;Nord Pas de Calais Picardie
750721334;CHU RELAIS DE THUN - CRF;;01110 PLATEAU D HAUTEVILLE;AIN;Auvergne Rhone Alpes
770813988;CHU RELAIS JEUNES 77;;77200 TORCY;SEINE ET MARNE;Ile de France
590002291;CHU RELAIS SOLEIL TOURQUENNOIS;CHU RELAIS SOLEIL TOURQUENNOIS TOURCOING;59200 TOURCOING;NORD;Nord Pas de Calais Picardie
350005179;CHU RENNES SITE SAINT LAURENT;;35000 RENNES;ILLE ET VILAINE;Bretagne
020005260;CHU RESIDENCE ALDEBERT BELLIER AEP;CTRE D'HBGT D'URGENCE ALDEBERT BELLIER AEP BEAUVAIS;02000 LAON;AISNE;Nord Pas de Calais Picardie
310022132;CHU RESIDENCE FAUBOURG BONNEFOY;CENTRE D'HEBERGEMENT D'URGENCE RESIDENCE FAUBOURG BONNEFOY;31500 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
750721300;CHU RESIDENCE FOCH;;07800 ST GEORGES LES BAINS;ARDECHE;Auvergne Rhone Alpes
590816682;CHU RESIDENCE LELEU PRIM'TOIT MARLY;CHU RESIDENCE LELEU PRIM'TOIT MARLY;59610 FOURMIES;NORD;Nord Pas de Calais Picardie
590051132;CHU RESIDENCE PLUS VILLENEUVE D'ASCQ;CHU RESIDENCE PLUS VILLENEUVE D'ASCQ;59650 VILLENEUVE D ASCQ;NORD;Nord Pas de Calais Picardie
260011739;CHU RESTAURANTS DU COEUR INSERTION;;26000 VALENCE;DROME;Auvergne Rhone Alpes
270023575;CHU RHJ ASS L'ABRI EVREUX;CENTRE HEBERGEMENT D'URGENCE RESIDENCE HABITAT JEUNES EVREUX;27000 EVREUX;EURE;Normandie
380015883;CHU RIVHAJ;;38200 VIENNE;ISERE;Auvergne Rhone Alpes
750808511;CHU ROBILLARD CAEN SAEM ADOMA;CENTRE D'HEBERGEMENT D'URGENCE ROBILLARD CAEN SAEM ADOMA;01000 BOURG EN BRESSE;AIN;Auvergne Rhone Alpes
750040594;CHU ROMAIN ROLLAND;;75012 PARIS;PARIS;Ile de France
760026450;CHU ROUEN CARREFOUR DES SOLIDARITES;CENTRE HEBERGEMENT URGENCE ROUEN CARREFOUR DES SOLIDARITES;76000 ROUEN;SEINE MARITIME;Normandie
310021993;CHU RUELLES;CENTRE D'HEBERGEMENT D'URGENCE RUELLES;31000 TOULOUSE;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
